anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Captain Earth,https://www.crunchyroll.com/captain-earth,https://img1.ak.crunchyroll.com/i/spire3/4cb9b51875f9efe28e0dcb8e079ddcdf1396717879_full.jpg,25,53,181,3.42,5,10,11,12,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21677,6.42,"Action, Mecha, Romance, Sci-Fi, Space",Captain Earth,キャプテン・アース,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,"Avex Entertainment, Dentsu, Shochiku, Mainichi Broadcasting System, Bandai Namco Entertainment, Good Smile Company, A-Sketch",Sentai Filmworks,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,6292.0,1991,60199,82,5320,24546,4421,10881,15031,890.0,1540.0,3636.0,6154.0,5175.0,3709.0,2092.0,913.0,400.0,230.0
Walkure Romanze,https://www.crunchyroll.com/walkure-romanze,https://img1.ak.crunchyroll.com/i/spire3/6ea612c247f3a195045afc2aa35f0d8e1380419061_full.jpg,12,53,178,3.36,5,12,11,9,16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19151,6.38,"Action, Ecchi, Romance, Harem, School, Sports",Unknown,ワルキューレロマンツェ,TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,"Frontier Works, Lantis, Pony Canyon, AT-X, KlockWorx",Unknown,8bit,Visual novel,23 min. per ep.,R+ - Mild Nudity,6522.0,1309,108289,138,7337,57064,3893,9173,30822,1827.0,2219.0,5806.0,11717.0,10544.0,6425.0,3299.0,1561.0,840.0,576.0
Comet Lucifer,https://www.crunchyroll.com/comet-lucifer,https://img1.ak.crunchyroll.com/i/spire4/edb25fe0e22e15adfbea8c1464fad82d1443951233_full.jpg,12,52,149,2.87,7,18,12,5,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31318,5.86,"Action, Adventure, Fantasy, Mecha",Comet Lucifer,コメット・ルシファー,TV,12,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,"Bandai Visual, Lantis, Bushiroad, Good Smile Company, BS11, Sony PCL",Sentai Filmworks,8bit,Original,23 min. per ep.,PG-13 - Teens 13 or older,8660.0,1431,97175,91,7794,45551,5326,17808,20696,1190.0,1701.0,4159.0,8506.0,9261.0,7288.0,4751.0,2493.0,1409.0,783.0
WWW.Working!!,https://www.crunchyroll.com/wwwwagnaria,https://img1.ak.crunchyroll.com/i/spire1/9affa5082b5565b1bb0874e274a0cfd71475201320_full.jpg,13,51,204,4.0,2,3,7,20,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33094,7.45,"Slice of Life, Comedy",WWW.WAGNARIA!!,WWW.WORKING!!,TV,13,"Oct 1, 2016 to Dec 24, 2016",Fall 2016,"Aniplex, Yomiuri Telecasting, Lawson",Aniplex of America,A-1 Pictures,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1754.0,1184,124034,295,7229,77107,3415,4530,31753,3694.0,7424.0,18855.0,19075.0,7322.0,2804.0,1019.0,363.0,187.0,128.0
Gakuen Handsome,https://www.crunchyroll.com/gakuen-handsome,https://img1.ak.crunchyroll.com/i/spire3/9d4ec0fc3fa44d401cf64a6d01a48f671475508666_full.jpg,12,50,225,4.5,5,0,2,1,42,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33392,6.62,"Comedy, Parody, School, Shounen Ai",Gakuen Handsome,学園ハンサム,TV,12,"Oct 4, 2016 to Dec 20, 2016",Fall 2016,Unknown,Unknown,Team YokkyuFuman,Game,3 min. per ep.,PG-13 - Teens 13 or older,5278.0,3052,28760,178,1785,17356,900,3251,5468,3401.0,722.0,1173.0,2045.0,2130.0,1776.0,1138.0,777.0,657.0,812.0
Toriko,https://www.crunchyroll.com/toriko,https://img1.ak.crunchyroll.com/i/spire4/eb8084f8230108f487402956e9984f1c1384463925_full.jpg,146,50,221,4.42,1,4,3,7,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10033,7.56,"Action, Adventure, Comedy, Fantasy, Shounen",Toriko,トリコ,TV,147,"Apr 3, 2011 to Mar 30, 2014",Spring 2011,"Yomiko Advertising, Fuji TV, Shueisha",Funimation,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1406.0,1384,100907,823,13456,37022,9463,11668,29298,4193.0,5938.0,10807.0,10732.0,5205.0,2696.0,1274.0,588.0,315.0,370.0
Makai Ouji: Devils and Realist,https://www.crunchyroll.com/makai-ouji-devils-and-realist,https://img1.ak.crunchyroll.com/i/spire2/ee891011d4f27b2c7aea8ec45c5042121373185343_full.jpg,12,50,204,4.08,2,2,11,10,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16890,7.06,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei",Devils and Realist,魔界王子 devils and realist,TV,12,"Jul 8, 2013 to Sep 23, 2013",Summer 2013,"TV Tokyo, Sotsu",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3407.0,1431,96785,409,6169,48726,3821,6472,31597,2776.0,4083.0,7476.0,10701.0,6486.0,3567.0,1529.0,624.0,339.0,224.0
Kamisama Hajimemashita,https://www.crunchyroll.com/kamisama-hajimemashita,https://img1.ak.crunchyroll.com/i/spire4/6a0ef6f3c75c62e2c844981db222437b1420159283_full.jpg,25,49,240,4.9,0,0,1,3,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14713,8.04,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",Kamisama Kiss,神様はじめました,TV,13,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,492.0,299,435195,10294,17990,304918,9016,9142,94129,40838.0,47224.0,65422.0,47287.0,17139.0,6713.0,2001.0,698.0,308.0,314.0
Tsugumomo,https://www.crunchyroll.com/tsugumomo,https://img1.ak.crunchyroll.com/i/spire4/d8b434b203dc4b046e6c472886d7961e1493418583_full.jpg,12,49,201,4.1,3,5,4,9,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34019,7.07,"Action, Comedy, Ecchi, School, Seinen, Supernatural",Tsugumomo,つぐもも,TV,12,"Apr 2, 2017 to Jun 18, 2017",Spring 2017,"Animax, Toei Video, Pony Canyon, Studio NOIX, Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, My Theater D.D.","Funimation, Crunchyroll",Zero-G,Manga,24 min. per ep.,R+ - Mild Nudity,3339.0,1107,134124,367,11556,69341,4322,8416,40489,3320.0,4597.0,12029.0,18456.0,9484.0,4461.0,1934.0,814.0,397.0,277.0
Mononoke,https://www.crunchyroll.com/mononoke,https://img1.ak.crunchyroll.com/i/spire4/955ae49a68648b931699a537e90e884b1416976678_full.jpg,0,48,232,4.83,0,1,0,5,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2246,8.42,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",Mononoke,モノノ怪,TV,12,"Jul 13, 2007 to Sep 28, 2007",Summer 2007,Fuji TV,Flatiron Film Company,Toei Animation,Original,22 min. per ep.,R - 17+ (violence & profanity),144.0,688,215972,5686,13887,71537,9166,4855,116527,15608.0,17249.0,16462.0,8401.0,3169.0,1245.0,598.0,228.0,141.0,501.0
Ping Pong the Animation,https://www.crunchyroll.com/ping-pong-the-animation,https://img1.ak.crunchyroll.com/i/spire3/17250ad452507015686daab41eb3cca01397076337_full.jpg,0,47,233,4.96,0,0,1,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22135,8.63,"Drama, Psychological, Seinen, Sports",Ping Pong the Animation,ピンポン THE ANIMATION,TV,11,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Science SARU",Funimation,Tatsunoko Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,59.0,545,265774,11436,11309,145309,7203,5683,96270,34540.0,41187.0,30450.0,12864.0,4057.0,1799.0,830.0,416.0,293.0,971.0
Planet With,https://www.crunchyroll.com/planet-with,https://img1.ak.crunchyroll.com/i/spire3/2f6f8d6a27624f41d071cb5063f9a4d61530947104_full.jpg,12,47,215,4.57,0,1,5,7,34,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37578,7.23,"Action, Mecha, Sci-Fi",Unknown,プラネット・ウィズ,TV,12,"Jul 8, 2018 to Sep 23, 2018",Summer 2018,"Movic, Q-Tec, Hakuhodo DY Music & Pictures, Medicos Entertainment, BS11, Bandai Namco Arts",Unknown,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,2626.0,2300,48275,139,3886,23070,1843,3638,15838,884.0,2456.0,5405.0,6022.0,3109.0,1444.0,597.0,223.0,112.0,69.0
"Wake Up, Girls!",https://www.crunchyroll.com/wake-up-girls,https://img1.ak.crunchyroll.com/i/spire2/ed8375ecb2b2565766ad4afea4f658261507330691_full.jpg,35,47,200,4.26,4,1,3,10,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19023,6.99,"Drama, Music","Wake Up, Girls!","Wake Up, Girls！",TV,12,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet",Original,24 min. per ep.,PG-13 - Teens 13 or older,3667.0,2354,46365,142,2521,20284,1829,3180,18551,859.0,1692.0,3602.0,5118.0,2844.0,1623.0,630.0,299.0,123.0,126.0
High School Fleet,https://www.crunchyroll.com/high-school-fleet,https://img1.ak.crunchyroll.com/i/spire1/f814fb0bb1df330ae9af4db7d00125591462574622_full.jpg,12,47,198,4.21,1,3,7,10,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500,7.3,"Action, Military, School",High School Fleet,ハイスクール・フリート,TV,12,"Apr 10, 2016 to Jun 26, 2016",Spring 2016,"Aniplex, Half H.P Studio, Asmik Ace, Graphinica, BS11, Contents Seed, Cromea, Akatsuki",Aniplex of America,Production IMS,Original,24 min. per ep.,PG-13 - Teens 13 or older,2356.0,1580,85720,708,5403,43350,2734,4414,29819,2806.0,4263.0,9302.0,10467.0,5083.0,2522.0,1089.0,396.0,189.0,155.0
Ahiru no Sora,https://www.crunchyroll.com/ahiru-no-sora,https://img1.ak.crunchyroll.com/i/spire3/a95bd04befcc31455ea7c985da2aeaee1569960837_full.jpg,24,46,199,4.33,2,5,2,4,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37403,7.35,"Comedy, Sports, Drama, School, Shounen",Unknown,あひるの空,TV,50,"Oct 2, 2019 to Sep 30, 2020",Fall 2019,"TV Tokyo, Kodansha, AT-X, King Records, DMM pictures",Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2092.0,1119,132093,678,40822,38484,10071,13195,29521,3374.0,6168.0,14612.0,16041.0,7310.0,3539.0,1415.0,470.0,225.0,194.0
Love Live! Sunshine!!,https://www.crunchyroll.com/love-live-sunshine,https://img1.ak.crunchyroll.com/i/spire4/d6b86e43bfb2e1973388eef42ca820151507939806_full.jpg,26,45,206,4.58,0,1,3,10,31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32526,7.4,"Music, Slice of Life, School",Love Live! Sunshine!!,ラブライブ！サンシャイン!!,TV,13,"Jul 2, 2016 to Sep 24, 2016",Summer 2016,"Bandai Visual, Lantis, Magic Capsule, ASCII Media Works, Bushiroad",Funimation,Sunrise,Other,24 min. per ep.,PG-13 - Teens 13 or older,1905.0,1059,140379,2886,9254,86265,4375,5574,34911,7779.0,8735.0,17233.0,19251.0,9125.0,4438.0,1885.0,827.0,415.0,476.0
18if,https://www.crunchyroll.com/18if,https://img1.ak.crunchyroll.com/i/spire4/34a653188bd5ad4088bb34af932e89de1499367052_full.jpg,0,45,159,3.53,6,4,11,8,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35248,6.17,"Mystery, Supernatural",18if,18if,TV,13,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"Sotsu, DLE, BS Fuji, Tokyo MX, Mobcast, RAY",Funimation,Gonzo,Game,23 min. per ep.,R - 17+ (violence & profanity),7490.0,2353,46598,89,3973,17927,2263,7453,14982,570.0,866.0,1989.0,3717.0,3859.0,2853.0,1805.0,827.0,515.0,368.0
Comic Girls,https://www.crunchyroll.com/comic-girls,https://img1.ak.crunchyroll.com/i/spire2/8eefc5ad36f97ca0082fa912ec2984e01522885850_full.jpg,12,44,184,4.18,1,4,6,8,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35756,7.42,"Slice of Life, Comedy",Unknown,こみっくがーるず,TV,12,"Apr 5, 2018 to Jun 21, 2018",Spring 2018,"Sotsu, Houbunsha, Kansai Telecasting, BS11, My Theater D.D.",Unknown,Nexus,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1835.0,1285,111146,562,10511,54561,3447,5219,37408,3344.0,5503.0,13270.0,14472.0,6071.0,2759.0,864.0,300.0,147.0,110.0
Owarimonogatari,https://www.crunchyroll.com/owarimonogatari,https://img1.ak.crunchyroll.com/i/spire2/a8a938c47dd9fb234e1e6da529b2b5111443563063_full.jpg,15,43,204,4.74,1,1,1,2,38,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31181,8.46,"Mystery, Comedy, Supernatural, Vampire",Owarimonogatari,終物語,TV,12,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,Aniplex,Aniplex of America,Shaft,Light novel,26 min. per ep.,R - 17+ (violence & profanity),116.0,379,356371,2296,17490,218734,7659,3885,108603,32955.0,55097.0,54421.0,21077.0,5590.0,1898.0,726.0,288.0,168.0,588.0
Girly Air Force,https://www.crunchyroll.com/girly-air-force,https://img1.ak.crunchyroll.com/i/spire3/4556559011834ead5f19ca1a965c11631547077322_full.jpg,12,43,170,3.95,3,4,6,9,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37998,6.18,"Action, Sci-Fi",Unknown,ガーリー・エアフォース,TV,12,"Jan 10, 2019 to Mar 28, 2019",Winter 2019,Sotsu,Unknown,Satelight,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7458.0,2142,54255,144,5124,24374,1682,5715,17360,793.0,954.0,2184.0,5139.0,5288.0,3455.0,1788.0,947.0,530.0,356.0
IDOLiSH7,https://www.crunchyroll.com/idolish7,https://img1.ak.crunchyroll.com/i/spire1/c4f910c11fbb50ea92ed086899c6190e1509670708_full.jpg,18,42,202,4.81,0,2,0,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33899,7.78,Music,IDOLiSH7,アイドリッシュセブン,TV,17,"Jan 7, 2018 to May 19, 2018",Winter 2018,"Bandai Visual, Lantis, Bandai Namco Games",Unknown,TROYCA,Game,24 min. per ep.,PG-13 - Teens 13 or older,865.0,2570,39513,905,4105,15896,1601,1993,15918,2135.0,2171.0,3321.0,2876.0,1341.0,763.0,323.0,144.0,92.0,121.0
Kaede New Town,https://www.crunchyroll.com/kaede-new-town,https://img1.ak.crunchyroll.com/i/spire1/06f38d8323fd2ee721c4267154196aa41279149967_full.jpg,0,42,186,4.43,4,0,2,4,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5799,5.29,"Comedy, Romance, School, Slice of Life",Unknown,楓ニュータウン,Movie,1,"Dec 8, 2007",Unknown,CoMix Wave Films,Unknown,Unknown,Original,28 min.,PG - Children,10171.0,11695,595,0,20,363,6,48,158,12.0,1.0,13.0,45.0,49.0,71.0,36.0,34.0,16.0,13.0
Full Metal Panic! Invisible Victory,https://www.crunchyroll.com/full-metal-panic-invisible-victory,https://img1.ak.crunchyroll.com/i/spire2/3867b3f219d03dadde9793bed866d43d1523597461_full.jpg,0,42,185,4.4,4,0,2,5,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31931,7.6,"Action, Mecha, Military",Full Metal Panic! Invisible Victory,フルメタル・パニック！Invisible Victory,TV,12,"Apr 13, 2018 to Jul 18, 2018",Spring 2018,Unknown,Funimation,Xebec,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1281.0,1730,76075,256,7034,34896,2096,1648,30401,2218.0,4173.0,9101.0,7830.0,2855.0,1181.0,437.0,132.0,59.0,78.0
gdgd Fairies,https://www.crunchyroll.com/gdgd-fairies,https://img1.ak.crunchyroll.com/i/spire1/0c3efe244bb0352eaa92d317c9ffbaae1357318199_full.jpg,24,42,170,4.05,7,1,2,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11809,6.8,Comedy,Unknown,gdgd妖精s（ぐだぐだふぇありーず）,TV,12,"Oct 13, 2011 to Dec 29, 2011",Fall 2011,"Strawberry Meets Pictures, Bouncy",Unknown,Unknown,Original,13 min. per ep.,G - All Ages,4444.0,6882,4270,45,242,1935,236,405,1452,166.0,152.0,288.0,397.0,271.0,138.0,109.0,53.0,49.0,61.0
The Reflection,https://www.crunchyroll.com/the-reflection,https://img1.ak.crunchyroll.com/i/spire3/41beaabd6f91ddf47a04c43f7a84c0a71500717872_full.jpg,12,42,141,3.36,6,9,4,10,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34449,5.14,"Action, Super Power",The Reflection,ザ・リフレクション,TV,12,"Jul 22, 2017 to Oct 7, 2017",Summer 2017,"Bandai Visual, NHK, 81 Produce, Haoliners Animation League, China Animation Characters, BIGFACE, NHN PlayArt, Ima Group, Crunchyroll SC Anime Fund",Funimation,Studio Deen,Original,25 min. per ep.,PG-13 - Teens 13 or older,10418.0,3157,26983,14,1688,5189,1052,7807,11247,130.0,153.0,349.0,830.0,1202.0,1330.0,1433.0,959.0,680.0,673.0
Ange Vierge,https://www.crunchyroll.com/ange-vierge,https://img1.ak.crunchyroll.com/i/spire1/b28e626c84d3596481486d49ed417a311467834357_full.jpg,12,41,108,2.63,17,6,4,3,11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32171,6.03,"Adventure, Magic, Fantasy, School",Unknown,アンジュ・ヴィエルジュ,TV,12,"Jul 10, 2016 to Sep 25, 2016",Summer 2016,"Sotsu, Sega, KlockWorx, Grooove",Unknown,SILVER LINK.,Card game,23 min. per ep.,R+ - Mild Nudity,8086.0,2402,44646,76,3517,15714,1715,5410,18290,542.0,531.0,1259.0,2741.0,3227.0,2449.0,1408.0,739.0,491.0,351.0
Magic Kaito 1412,https://www.crunchyroll.com/magic-kaito-1412,https://img1.ak.crunchyroll.com/i/spire4/73a02c7ac1cc41bf692edfb397137a101420157943_full.jpg,0,39,181,4.64,1,0,3,4,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25517,7.88,"Adventure, Comedy, Romance, Shounen",Unknown,まじっく快斗1412,TV,24,"Oct 4, 2014 to Mar 28, 2015",Fall 2014,"Aniplex, Yomiuri Telecasting, DAX Production",Unknown,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,697.0,1468,94709,907,7346,53666,5306,5100,23291,5293.0,7902.0,14073.0,10306.0,3649.0,1489.0,558.0,193.0,100.0,79.0
Room Mate,https://www.crunchyroll.com/room-mate,https://img1.ak.crunchyroll.com/i/spire4/1404ad50bf681b51f11b7e0f98021d0e1491959166_full.jpg,12,37,94,2.54,13,6,9,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34393,4.76,"Harem, Slice of Life",Room Mate,Room Mate,TV,12,"Apr 12, 2017 to Jun 28, 2017",Spring 2017,Smiral Animation,Unknown,Typhoon Graphics,Original,4 min. per ep.,PG-13 - Teens 13 or older,10802.0,3626,20516,39,1287,9351,526,2709,6643,235.0,147.0,299.0,683.0,1242.0,1689.0,1366.0,970.0,776.0,695.0
Darwin's Game,https://www.crunchyroll.com/darwins-game,https://img1.ak.crunchyroll.com/i/spire2/feb9b93904dba761c285970ce6d6ab111580259326_full.jpg,6,35,170,4.86,0,0,1,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38656,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",Darwin's Game,ダーウィンズゲーム,TV,11,"Jan 4, 2020 to Mar 21, 2020",Winter 2020,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Aniplex of America,Nexus,Manga,26 min. per ep.,R - 17+ (violence & profanity),2323.0,467,305455,1627,31083,184837,6672,15145,67718,10796.0,19486.0,41964.0,45526.0,21183.0,10014.0,4869.0,2304.0,1110.0,677.0
Date A Live,https://www.crunchyroll.com/date-a-live,https://img1.ak.crunchyroll.com/i/spire2/6d4b2fe18a47244aadc08aa5e18e520a1525813049_full.jpg,0,35,155,4.43,1,2,3,4,25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15583,7.22,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",Date A Live,デート・ア・ライブ,TV,12,"Apr 6, 2013 to Jun 22, 2013",Spring 2013,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC PLUS+,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2670.0,123,725237,14111,26962,541505,12802,21904,122064,40889.0,48869.0,95751.0,114645.0,61003.0,31326.0,13951.0,6097.0,2972.0,2068.0
