Names,anime_url,anime_img,episodes,votes_x,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,mediaType,eps,duration,ongoing,startYr,finishYr,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes_y
Deltora Quest,https://www.crunchyroll.com/deltora-quest,https://img1.ak.crunchyroll.com/i/spire2/191f2fcf9647e189a22f88b3fc8994911448320338_full.jpg,0,13,58,4.46,1,0,0,3,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,7.04,"Adventure, Kids, Fantasy",Deltora Quest,デルトラクエスト,TV,65,"Jan 6, 2007 to Mar 29, 2008",Winter 2007,"Geneon Universal Entertainment, Dentsu, Genco, Kodansha, Half H.P Studio",Flatiron Film Company,OLM,Book,25 min. per ep.,PG-13 - Teens 13 or older,3483.0,3445,22531,139,1566,10355,1680,1711,7219,748.0,819.0,1663.0,2731.0,1633.0,1059.0,365.0,143.0,75.0,55.0,TV,65.0,,False,2007.0,2008.0,Winter,"In times long past, the Shadow Lord was defeated by the Belt of Deltora, and its creator Adeen united the seven tribes into one kingdom called Deltora. The Shadow Lord bid his time, striking again generations later; he destroyed the belt and scattered the gems, thus leaving the land open to be easily subjugated. Now, in the present day, a young man named Lief does what he can to fight the forces of the Shadow Lord. On his 16th birthday, Lief's father confesses to being the last king of Deltora’s friend, and has reforged the sacred belt. With new hope, Lief takes it upon himself to find the gems, restore the belt, and to bring hope to the people of Deltora once more! Together with Barda, an ex-palace guard, Lief sets out on an adventure of a lifetime!",['OLM'],"['Action', 'Adventure', 'Fantasy', 'Medieval', 'Swordplay', 'Based on a Novel']",[],1610.0,364,1684,409,3.116,1418.0
World Fool News,https://www.crunchyroll.com/world-fool-news,https://img1.ak.crunchyroll.com/i/spire2/4f788a99f291cb250e52b9da609374d01493158729_full.jpg,12,13,47,3.62,1,2,2,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24437,5.55,"Comedy, Slice of Life",Unknown,ワールド フールニュース,ONA,6,"Apr 1, 2013 to May 6, 2013",Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,9569.0,11449,664,0,37,340,14,75,198,6.0,5.0,13.0,46.0,54.0,70.0,31.0,23.0,11.0,14.0,TV,12.0,10.0,False,2014.0,2014.0,Spring,"Takahashi is transferred to a main anchor of a news program, which is known for being a little...weird. This is a comedy about somewhat ridiculous happenings occurring at a broadcasting station.",['CoMix Wave Films'],"['Comedy', 'Coworkers', 'Journalism', 'Short Episodes', 'Work Life']",[],158.0,18,125,42,2.214,137.0
Kaiba,https://www.crunchyroll.com/kaiba,https://img1.ak.crunchyroll.com/i/spire2/f2423a0362d8b51d6ffeee5a9805ba2d1557392387_full.jpg,0,12,60,5.0,0,0,0,0,12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3701,8.17,"Adventure, Mystery, Romance, Sci-Fi",Kaiba,カイバ,TV,12,"Apr 11, 2008 to Jul 25, 2008",Spring 2008,"VAP, WOWOW",Discotek Media,Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,339.0,1270,113817,2965,5599,39280,4101,2787,62050,6091.0,9308.0,9648.0,5390.0,2186.0,923.0,468.0,200.0,177.0,354.0,TV,12.0,,False,2008.0,2008.0,Spring,"Welcome to a world in which memories can be transferred from body to body; old painful memories can be removed and replaced with new ones, and the poor sell their bodies to the rich to survive. Waking up one day, Kaiba finds himself in a strange place with no memories of his past and a mysterious hole in his chest; the only clue as to his identity is a locket with a picture of a girl hanging from his neck. Armed with this token, Kaiba must now travel across the galaxy to discover who he is and what the girl in the locket means to him; however, his journey will bring him into contact with many people whose lives have been tragically affected by the manipulation of memories. All too soon it becomes clear that something is very wrong with this world…",['MADHOUSE'],"['Adventure', 'Romance', 'Sci Fi', 'Abstract', 'Amnesia', 'Body Swapping', 'Dystopia', 'Original Work']",[],3460.0,390,4692,353,4.233,2951.0
Hikaru no Go,https://www.crunchyroll.com/hikaru-no-go,https://img1.ak.crunchyroll.com/i/spire2/e4e58e88a92c518dd61803f148f5dd031576204334_full.jpg,0,12,58,4.83,0,0,0,2,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400.0,1287,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0,TV,75.0,,False,2001.0,2003.0,Fall,"While examining an old Go board in his grandfather's basement, twelve-year-old Shindo Hikaru is possessed by the restless spirit of Sai, an ancient Go master who has waited for over one thousand years to play the Hand of God: the perfect move. Sai convinces Hikaru to act as a vessel for making his moves, but it is soon clear that Hikaru also enjoys Go and wants to play his own games. Moreover, the rules of Go have changed since Sai's time, and Go players from all over the world are now much stronger, having had the benefit of hundreds of years of evolution and experimentation by the masters before them. Can this unlikely pair form a successful partnership and rise to the top of Japan's Go community, and can Sai finally play the Hand of God and find some peace?",['Studio Pierrot'],"['Shounen', 'Board Games', 'Body Sharing', 'Ghosts', 'Psychological', 'Supernatural', 'Tournaments', 'Based on a Manga']",[],11295.0,940,4528,1360,4.185,8916.0
Nyanbo!,https://www.crunchyroll.com/nyanbo,https://img1.ak.crunchyroll.com/i/spire1/c0e4062c697750b7a32757413989f75b1474913023_full.jpg,26,12,49,4.08,0,1,1,6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32805,6.35,Comedy,Nyanbo!,にゃんぼー!,TV,26,"Sep 27, 2016 to Mar 28, 2017",Fall 2016,Unknown,Unknown,Shirogumi,Manga,5 min. per ep.,PG - Children,6644.0,6164,5613,6,612,1954,434,1166,1447,99.0,87.0,235.0,502.0,498.0,364.0,122.0,62.0,52.0,48.0,TV,26.0,5.0,False,2016.0,2017.0,Fall,"The ""Nyanbo"" are creatures with square bodies with ears and tails that came to Earth from outer space. There's Tora, who dreams of repairing their broken UFO and returning to space, as well as his sister Kotora, the precocious Shiro, the mischievous Mike, the mysterious Kuro, and many more. All of these Nyanbos are now happily living much like cats, free-spirited and sometimes getting into trouble, in places that humans don't know about.",['Shirogumi Inc.'],"['Comedy', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation']",[],200.0,72,188,113,2.614,225.0
Urawa no Usagi-chan,https://www.crunchyroll.com/urawa-no-usagi-chan,https://img1.ak.crunchyroll.com/i/spire4/e48952743146d7a28c427717decb57161428521407_full.jpg,12,12,31,2.58,4,2,2,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27927,5.39,"Slice of Life, Comedy, School",Unknown,浦和の調ちゃん,TV,12,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Grooove, Glovision, Harappa",Unknown,A-Real,Original,3 min. per ep.,PG - Children,9956.0,4362,13406,5,760,6200,386,1378,4682,107.0,95.0,247.0,682.0,1220.0,1373.0,694.0,378.0,210.0,152.0,TV,12.0,4.0,False,2015.0,2015.0,Spring,"Urawa no Usagi-chan is an original series centered around the daily lives of 8 girls in junior high school in Saitama prefecture's Urawa district. Usagi, Tokiwa, Minami, Sakura, Midori, Kojika, Saiko, Misono - Enjoy watching their unique personalities play off against each other as their fun-filled school life unfolds.",['A-Real'],"['Comedy', 'Slice of Life', 'Promotional', 'School Life', 'Short Episodes', 'Tourism', 'Original Work']",[],573.0,86,687,177,1.736,533.0
Gundam Build Fighters,https://www.crunchyroll.com/gundam-build-fighters,https://img1.ak.crunchyroll.com/i/spire2/47362ca7ea9b03c780103068bb30864b1490213743_full.jpg,50,11,54,4.91,0,0,0,1,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19319,7.79,"Action, Sci-Fi, Mecha",Gundam Build Fighters,ガンダムビルドファイターズ,TV,25,"Oct 7, 2013 to Mar 31, 2014",Fall 2013,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,25 min. per ep.,G - All Ages,841.0,2022,59655,602,3475,38640,2078,2547,12915,3082.0,5661.0,9937.0,7346.0,2726.0,1197.0,412.0,177.0,91.0,100.0,TV,25.0,,False,2013.0,2014.0,Fall,"The time is the near future. Years have passed since the 1980s, when ""Gunpla""--plastic models based on the ""Mobile Suit Gundam"" animation--created a huge boom. Now, a new wave is sweeping the world, in what could be called a second Gunpla boom. Its popularity is driven by ""Gunpla Battle,"" in which assembled Gunpla can be controlled and made to fight. With the introduction of this revolutionary Battle System, its popularity has expanded to the point that a Gunpla Battle World Tournament is held each year.",['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Proxy Battles', 'Tournaments']",[],2441.0,305,1203,212,4.028,1918.0
Mobile Fighter G Gundam,https://www.crunchyroll.com/mobile-fighter-g-gundam,https://img1.ak.crunchyroll.com/i/spire4/9603d1d63886a4446e86860e0a304b271489008660_full.jpg,49,11,49,4.45,0,0,2,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",Mobile Fighter G Gundam,機動武闘伝Gガンダム,TV,49,"Apr 1, 1994 to Mar 31, 1995",Spring 1994,"TV Asahi, Sotsu",Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1396.0,2109,55463,896,2499,38653,2505,1607,10199,3208.0,4873.0,8426.0,8118.0,3463.0,1607.0,696.0,279.0,129.0,104.0,TV,49.0,,False,1994.0,1995.0,,"The year is Future Century 60; much of mankind now lives in colonies surrounding the earth. After being ravaged by countless wars, every four years the dominance over the colonies is decided in a martial arts tournament called the Gundam Fight. This year marks the 13th tournament, and Gundam Fighters representing their colonies have begun to gather. Their purpose is to fight, and fight, until only one remains to claim the title ""Gundam of Gundams."" But Domon Kasshu, Neo Japan’s representative, has another secret mission; and should he fail, all of mankind may pay the price. Gundam Fight! Ready! Go!",['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Hand to Hand Combat', 'Martial Arts', 'Rivalries', 'Super Robot', 'Tournaments', 'Original Work']",[],9467.0,325,1851,402,3.735,6186.0
Robot Girls Z,https://www.crunchyroll.com/robot-girls-z,https://img1.ak.crunchyroll.com/i/spire3/337c0c4ddbc360b2dd4edc3b826189af1432160529_full.jpg,9,11,46,4.18,1,0,2,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19799,6.46,"Comedy, Mecha, Parody",Robot Girls Z,ロボットガールズＺ,Special,3,"Jan 4, 2014 to Mar 2, 2014",Unknown,"Nippon Columbia, LandQ studios",Unknown,Toei Animation,Original,27 min. per ep.,PG-13 - Teens 13 or older,6112.0,3771,18560,18,968,8719,466,745,7662,285.0,417.0,1036.0,1885.0,1563.0,869.0,419.0,186.0,110.0,82.0,TV,3.0,27.0,False,2014.0,2014.0,Winter,"At the Nerima Ward Ooizumi Academy Photonic District, the Robot Girls are selling ""Photonic Energy', a new type of ""cheap and green power."" The lab's research has been going nowhere and their government funding's been cut off, so their finances are a mess. Just when the three robot girls are bored out of their minds, the part-timers they hired arrive. They are Garada-K7, with her long pigtails, and Doublas-M2, who only speaks with the two hand-puppets she wears. But they soon realize that the two have come to stop them from selling Photonic Energy, and a battle begins.",['Toei Animation'],"['Action', 'Comedy', 'Ecchi', 'Mecha', 'Sci Fi', 'Anthropomorphic', 'Parody']",[],914.0,97,708,116,2.671,760.0
ClassicaLoid,https://www.crunchyroll.com/classicaloid,https://img1.ak.crunchyroll.com/i/spire4/c269554bf4323fe75285e795c57e060a1475826088_full.jpg,25,11,43,3.91,1,1,2,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31157,6.41,"Comedy, Music",ClassicaLoid,クラシカロイド,TV,25,"Oct 8, 2016 to Apr 1, 2017",Fall 2016,"NHK, Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,6373.0,3449,22482,76,1924,4836,1491,5290,8941,285.0,342.0,692.0,1178.0,1185.0,1003.0,673.0,352.0,243.0,154.0,TV,25.0,,False,2016.0,2017.0,Fall,"Kanae's got a two oddball houseguests in her beloved grandmother's mansion: Moz and Beetho-san. However, these guys, with their crazy antics and supernatural musical powers, claim to be Classicaloid versions of maestros Mozart and Beethoven! Their powerful “mujik” arrangements evoke more than just emotions: they can make the stars fall, spirits dance, or even summon… giant robots? Friend or foe, Kanae is stuck with them, even as more classicaloids begin to invade her life. Will their presence usher in a new musical renaissance in her sleepy town, or will their explosive euphonics cut the standing ovation short?",['Sunrise'],"['Comedy', 'Sci Fi', 'Classical Music', 'Mansion', 'Music', 'Original Work']",[],391.0,214,923,356,2.633,504.0
PES: Peace Eco Smile,https://www.crunchyroll.com/pes-peace-eco-smile,https://img1.ak.crunchyroll.com/i/spire2/b042f50ea0f0fc79ba8595a2bff6137b1341252556_full.jpg,0,11,33,3.0,3,2,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13427,5.65,"Slice of Life, Cars, Space",PES:Peace Eco Smiles,PES:Peace Eco Smile,ONA,7,"May 25, 2012 to Aug 17, 2012",Unknown,Unknown,Unknown,Studio 4°C,Original,3 min. per ep.,G - All Ages,9301.0,7666,3200,0,124,2023,80,160,813,37.0,28.0,105.0,279.0,445.0,398.0,151.0,101.0,57.0,24.0,Web,7.0,3.0,False,2012.0,2012.0,Spring,"It takes place in Kichijoji, one of the most popular cities in Japan. Pes saves Kurumi when she almost falls into the pond of Iinokashira Park. Pes falls in love with Kurumi as soon as she kisses him. Pes starts working as a part-time in the flower shop and begins his adventures on Earth",['Studio 4°C'],"['Promotional', 'Short Episodes', 'Original Work']",[],368.0,33,243,41,2.153,305.0
Wonder Momo,https://www.crunchyroll.com/wonder-momo,https://img1.ak.crunchyroll.com/i/spire3/afc892b4d9467953e5ed6318342908eb1391496006_full.jpg,5,11,25,2.27,3,4,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22377,3.6,"Action, Game, Martial Arts, School",Unknown,ワンダーモモ,ONA,5,"Feb 6, 2014 to Mar 6, 2014",Unknown,Bandai Namco Games,Unknown,Graphinica,Game,7 min. per ep.,PG-13 - Teens 13 or older,11031.0,6255,5477,5,223,3178,127,587,1362,51.0,13.0,40.0,128.0,248.0,382.0,469.0,483.0,542.0,546.0,Web,5.0,7.0,False,2014.0,2014.0,Winter,"One day, a group of aliens planning to take over the Earth invade Tokyo. Momoko, who aspires to be an idol, gets involved in the fight in an unexpected form. Warudemon, king of the alien empire, uses various tactics to hunt down Momoko and the people around her. Momoko has decided to stand up to the Warudemon plain and simple.",['Graphinica'],"['Action', 'Sci Fi', 'Aliens', 'Short Episodes', 'Superheroes', 'Based on a Video Game']",[],392.0,42,253,82,1.28,374.0
Full Metal Panic? Fumoffu,https://www.crunchyroll.com/full-metal-panic-fumoffu,https://img1.ak.crunchyroll.com/i/spire2/6767d172823d0b2508feef97da066f561508463937_full.jpg,0,10,46,4.6,0,0,1,2,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72,8.07,"Action, Comedy, School",Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,TV,12,"Aug 26, 2003 to Oct 18, 2003",Summer 2003,"Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do","ADV Films, Funimation",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,452.0,571,254465,2988,5383,204041,4435,3533,37073,24023.0,37507.0,45884.0,30305.0,11085.0,4417.0,1332.0,442.0,194.0,164.0,TV,12.0,,False,2003.0,2003.0,Summer,"Sousuke Sagara is far from the average high school student - not only is he highly trained in military tactics, he puts his knowledge to use in every single applicable situation (and even those nonapplicable ones.) So, when confronted with high school, he tends to turn average high school experiences into off-the-wall adventures. Love letters become terrorist threats and field trips become commando operations; his survival depends on the watchful eye of his best friend and classmate, Kaname. Together, they may just make it out of high school alive...",['Kyoto Animation'],"['Action', 'Comedy', 'Romance', 'Gag', 'Military', 'School Life', 'Slapstick', 'Tsundere', 'Based on a Light Novel']",[],41122.0,969,8433,761,4.372,28770.0
Shamanic Princess,https://www.crunchyroll.com/shamanic-princess,https://img1.ak.crunchyroll.com/i/spire3/8f08b696dab5067e71ef1e3948fb58631382124974_full.jpg,0,9,33,3.67,0,2,2,2,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,6.64,"Action, Fantasy, Magic, Romance",Unknown,シャーマニックプリンセス,OVA,6,"Jun 25, 1996 to Jun 25, 1998",Unknown,"Bandai Visual, animate Film, Movic","Media Blasters, Central Park Media",Triangle Staff,Original,30 min. per ep.,PG-13 - Teens 13 or older,5207.0,4907,9978,49,341,5094,327,382,3834,220.0,311.0,671.0,946.0,852.0,538.0,277.0,74.0,38.0,27.0,OVA,6.0,,False,1996.0,1998.0,,"In the Guardian World, there live magic users and Neutralizers whose goal is to protect the Throne of Yord -- the source of their power. When the Throne is stolen from its place of rest, it’s up to Tiara and her furry familiar Japolo to find it… but things aren’t always as they seem. Beneath the façade of a simple painting lies the true identity of the Throne of Yord, and beneath the pretense of a simple theft lies the real reason it was stolen… a reason that may end up costing Tiara and her friends their very lives!",['Triangle Staff'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Kidnapping', 'Magic', 'Mind Games', 'Person in a Strange World', 'Original Work']","['Mature Themes', 'Physical Abuse']",1763.0,81,1346,127,2.91,1145.0
Gakuen Alice,https://www.crunchyroll.com/gakuen-alice,https://img1.ak.crunchyroll.com/i/spire3/6930616e551edeb6b2e5ed84f393ec401487113107_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74,7.65,"Comedy, School, Shoujo, Super Power",Gakuen Alice,学園アリス,TV,26,"Oct 30, 2004 to May 14, 2005",Fall 2004,"Aniplex, Sogo Vision",Nozomi Entertainment,Group TAC,Manga,25 min. per ep.,G - All Ages,1158.0,1640,81446,1613,2495,57369,2843,2916,15823,5560.0,7151.0,11074.0,11158.0,5331.0,2357.0,618.0,214.0,115.0,104.0,TV,26.0,,False,2004.0,2005.0,Fall,"Ever since they met, emotionless Hotaru and ditzy Mikanhave been best friends, and are virtually inseparable-- that is, until Hotaru is invited to attend a strange school far away, a school for those who have special abilities known as ""Alice"". Unable to be separated from her friend, Mikan soon sets out on a mission to find her. After traveling to a city far away, she finds Hotaru at last, but gets much more than she bargained for. Now, she is lost in a school full of kids with strange powers, unusual animals, and has secured an immediate rivalry with the toughest little punk in town!",['Group TAC'],"['Comedy', 'Shoujo', 'Boarding School', 'Family Friendly', 'Magic', 'Magic School', 'School Life', 'Superpowers', 'Based on a Manga']",[],11259.0,603,4213,698,3.989,7777.0
Angel Heart,https://www.crunchyroll.com/angel-heart,https://img1.ak.crunchyroll.com/i/spire1/f651debb0f7a41f394a0ca9efebf88581444430837_full.jpg,0,8,39,4.88,0,0,0,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,7.3,"Action, Mystery, Drama, Romance, Seinen",Unknown,エンジェル・ハート,TV,50,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,Aniplex,Unknown,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2317.0,4203,14584,72,976,5102,1084,1173,6249,402.0,569.0,1134.0,1318.0,727.0,402.0,143.0,68.0,26.0,30.0,TV,50.0,,False,2005.0,2006.0,Fall,"A young assassin known as Glass Heart, trained in killing since childhood, decides to end her own life. Unknown to her, powerful people in the criminal underworld are watching her every move, and a new heart, donated by a woman recently ran over by a truck, is stolen to replace the one she ruins. But as she slowly recovers, she begins to see strange visions from the life of the heart's previous owner. She decides to pursue these visions to discover their meaning, and find a new purpose in life. What she finds is Ryo Saeba, a lecherous old detective who despite appearances, could be the answer she has looked for all her life...",['TMS Entertainment'],"['Action', 'Drama', 'Seinen', 'Assassins', 'Guns', 'Based on a Manga']","['Mature Themes', 'Suicide']",2026.0,319,1826,372,3.485,1584.0
Mazinkaiser SKL,https://www.crunchyroll.com/mazinkaiser-skl,https://img1.ak.crunchyroll.com/i/spire4/441cfcd0c990451baee2584c60ee8b7b1363643590_full.jpg,0,8,33,4.12,0,1,1,2,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8666,7.06,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",Unknown,マジンカイザー SKL,OVA,3,"Nov 27, 2010 to Apr 7, 2011",Unknown,"Showgate, Dynamic Planning",Media Blasters,Actas,Unknown,27 min. per ep.,R - 17+ (violence & profanity),3398.0,4906,9993,39,305,6124,188,203,3173,320.0,526.0,1117.0,1396.0,817.0,416.0,160.0,64.0,19.0,30.0,OVA,3.0,27.0,False,2010.0,2011.0,,"Above Japan waits Remuria, a colossal floating island leftover from the last world war. It's a lawless wasteland of robot super-weapons from a forgotten age of military might. Receiving word that the unstable island s reactors might explode and vaporize Japan at any time, the Japanese government awakens the most destructive force ever devised MazinKaiser!",['Actas'],"['Action', 'Mecha', 'Sci Fi', 'Seinen', 'Island', 'Super Robot', 'Based on a Manga']",['Violence'],891.0,42,425,35,3.468,674.0
Shining Tears X Wind,https://www.crunchyroll.com/shining-tears-x-wind,https://img1.ak.crunchyroll.com/i/spire1/54f698d9000be859b99a321a2a2452311499978792_full.jpg,0,8,21,2.62,2,2,2,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,6.52,"Action, Adventure, Fantasy, Magic",Shining Tears X Wind,シャイニング・ティアーズ・クロス・ウィンド,TV,13,"Apr 7, 2007 to Jun 30, 2007",Spring 2007,Sega,Discotek Media,Studio Deen,Game,24 min. per ep.,PG-13 - Teens 13 or older,5776.0,2928,30910,74,1446,14829,1214,1983,11438,615.0,887.0,1779.0,3021.0,2309.0,1538.0,828.0,414.0,280.0,166.0,TV,13.0,,False,2007.0,2007.0,Spring,"Souma and his friends were typical high school students, and members of the student council; but things changed when a cat girl named Mao appeared in the school, looking for someone named Zero. Souma accidentally breaks Mao's mirror which causes her, Souma and his friends to be transported to her world. In this world, Souma and the other male humans from Earth can wield soulblades drawn from people's hearts. His friends landed in different parts of a war-torn world, so they have subsequently broken up into separate factions and each person is working towards winning the war. His friends have become each other's enemies, and it's up to Souma to be the one to create peace without choosing which friends should die.",['Studio Deen'],"['Adventure', 'Fantasy', 'Magic', 'Person in a Strange World', 'Based on a Video Game']",[],4012.0,354,3514,537,3.006,2848.0
